"Id";"Organisations";"Regional/national entities";"Implementing Partners";"Countries";"Regions";"Cities";"Specific Objectives";"Sectors";"Beneficiaries";"Donors";"Overall Budget (in euros)";"Allocated Budget (in euros)";"Context";"Starting Date";"Ending Date";"First Cash Date";"excel.maket_assessment";"Coordination Mechanisms";"Modalities";"Type of Intervention";"Contact Person Name";"Contact Person Position";"Contact Email Address";"Organisation Website";"Language";"Description";"Data sharing allowed";"Media";"Additional Fields"
"1117";"Christian Aid";"DeSHARI Consortium";"Agrajattra";"Bangladesh";"Chittagong - 3855";"";"To improve the humanitarian situation of the most vu;nerable flood affected families South East Bangladesh";"Food security and livelihood";"3855";"European Commission Humanitarian Office (ECHO) - 395960";"395960";"350805";"Rural - Sedentary";"12/2012";"5/2013";"1/";"";"Cluster - NARRI, DESHARI & IFRC";"Cash for work, Direct cash, Aid agency directly, 1285, 91, 1#Cash for training, Direct cash, Aid agency directly, 1285, 91, 1#Unconditional grant, Direct cash, Aid agency directly, 1285, 91, 1#";"Cash transfer only (cash or voucher)";"Dulon Joseph Gomes";"Emergency Programme Officer";"dgomes@christian-aid.org, snabi@christian-aid.org";"";"English";"""Project title:Early Recovery Support to Flood Victims in South East Bangladesh. The purposer of the project: is to respond to basic humanitarian needs and ensure improved access to
basic food security of the most vunerable flood affected families
whilst reducing their risk to future disasters.""";"yes";"";""
"1118";"Christian Aid";"DeSHARI Consortium";"Agrajattra";"Bangladesh";"Rangpur - 3720";"";"To improve the humanitarian situation of the most vulnerable flood affected families North western  Bangladesh";"Food security and livelihood";"3720";"European Commission Humanitarian Office (ECHO) - 318918";"318918";"442680";"Rural - Sedentary";"4/2013";"9/2013";"1/";"";"Cluster - NARRI &  DESHARI";"Cash for work, Direct cash, Aid agency directly, 1240, 119, 1#Unconditional grant, Mobile phone, Telecom company - mobile banking, 1240, 119, 1#Cash for training, Direct cash, Aid agency directly, 1240, 119, 1#";"Cash transfer only (cash or voucher)";"Dulon Joseph Gomes";"Emergency Programme Officer";"dgomes@christian-aid.org, snabi@christian-aid.org";"";"English";"""Project title:Early Recovery Support to Flood Victims in North West Bangladesh. Project Objective: To respond to basic humanitarian needs and ensure improved access to
basic food security of the most vulnerable flood affected families whilst reducing their risk to future disasters. Target households have access to minimum cash income to meet their basic food security needs through cash for work & UCG initiatives by the end of the Project.""";"yes";"";""
"1119";"Christian Aid";"DeSHARI Consortium";"Gana Unnayan Kendra";"Bangladesh";"Rangpur - 3226";"";"To reduce suffering and stop further deterioration of the lives and livelihood of the community due to the current flood";"Food security and livelihood";"3226";"European Commission Humanitarian Office (ECHO) - 194066";"194066";"132582";"Rural - Sedentary";"11/2015";"11/2015";"1/";"Other - Rapid Market assesment";"Cluster - NARRI &  DESHARI";"Unconditional grant, Direct cash, 2326, 57, 1#";"";"Dulon Joseph Gomes";"Emergency Programme Officer";"dgomes@christian-aid.org, snabi@christian-aid.org";"";"English";"Early Recovery Assistance to Flood Affected Community in North-Western Part of Bangladesh. Objective: To reduce suffering and stop further deterioration of the lives and livelihoods of the community in distress due to the current flood. this support determined to restore the basic needs of Food Security, Livelihood Recovery and Community & Individual Infrastructure of the community severely affected by floods across five districts in North-Western Bangladesh";"yes";"";""
"1120";"Christian Aid";"DeSHARI Consortium";"Gana Unnayan Kendra";"Bangladesh";"Rangpur - 1459";"";"To assist the flood affected community in recovery of flood security status and reduce vulnerability";"Food security and livelihood";"1459";"European Commission Humanitarian Office (ECHO) - 215063";"215063";"149022";"Rural - Sedentary";"2/2015";"9/2015";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Cluster - NARRI &  DESHARI";"Cash for work, Direct cash, Aid agency directly, 487, 102, 1#Conditional grant, Cash For Livelihood support, Mobile phone, Telecom company - mobile banking, 487, 102, 1#Unconditional grant, Direct cash, Aid agency directly, 487, 102, 1#";"Cash transfer only (cash or voucher)";"Dulon Joseph Gomes";"Emergency Programme Officer";"dgomes@christian-aid.org, snabi@christian-aid.org";"";"English";"Title: Recovery support to the flood affected families of North-Western districts of Bangladesh. Objective:Support to ensure food security through cash based intervention of cash for work, livelihood and unconditional cash grants.";"yes";"";""
"1121";"Christian Aid";"DeSHARI Consortium";"Agrajattra";"Bangladesh";"Chittagong - 1500";"";"Increased access to food and other basic essential needs for flood affected most vulnerable communities";"Food security and livelihood";"1500";"European Commission Humanitarian Office (ECHO) - 203793";"203793";"153000";"Rural - Sedentary";"9/2015";"12/2015";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"Cluster - NARRI &  DESHARI";"Unconditional grant, Direct cash, Aid agency directly, 750, 102, 1#Unconditional grant, Mobile phone, Telecom company - mobile banking, 750, 102, 1#";"Cash transfer only (cash or voucher)";"Dulon Joseph Gomes";"Emergency Programme Officer";"dgomes@christian-aid.org, snabi@christian-aid.org";"";"English";"Project Title: Emergency Assistance to Flood and Tropical Storm Komen affected people in Cox's Bazar District. Obejctive:Increased access to food and other basic essential needs for flood affected most vulnerable communities.Target 1,500 households have access to minimum cash income to meet their basic food security and other immediate needs. each family recive UCG 9000 BDT";"yes";"";""
"1136";"Welthungerhilfe (WHH) Germany";"";"";"Uganda";"Moroto - 19843";"";"sustainable food security";"Food security and livelihood";"19843";"Welthungerhilfe (WHH) Germany - 37650, German Federal Ministry for Economic Cooperation and Development (BMZ) - 107870";"145520";"32000";"";"9/2011";"7/2015";"1/";"";"";"Cash for work, Direct cash, Aid agency directly, 4000, 8, 1#";"Cash transfer + in-kind (or other)";"";"";"";"";"English";"";"yes";"";""
"1156";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"North Bahr-al-Ghazal - 1468";"";"To improve target group purchasing power to enable them access food and non-food commodities";"Food security and livelihood";"1468";"World Food Programme (WFP) - 3258960";"3258960";"3258960";"";"6/2014";"11/2014";"1/";"";"";"Cash for work, Direct cash, 1468, 370, 6#";"";"";"";"";"";"English";"";"yes";"";""
"1176";"Welthungerhilfe (WHH) Germany";"";"Concern Worldwide";"S. Sudan";"North Bahr-al-Ghazal - 12250";"";"To improve the food, nutrition and income security of returnees, IDPs and vulnerable host populations in Aweil Centre, Aweil North and Aweil West, Northern Bahr el Ghazal and reduce their vulnerability to malnutrition, shocks and hazards.";"Food security and livelihood";"12250";"Welthungerhilfe (WHH) Germany - 52222, EU Food Securtiy Thematic Programme (FSTP) - 338898";"391120";"143375";"";"2/2015";"13/2017";"1/";"";"";"Cash for work, Direct cash, 387, 185, 1#Vouchers, Paper- Commodity voucher, 388, 185, 1#";"";"Renate Becker";"Regional Director";"renate.becker@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1177";"Welthungerhilfe (WHH) Germany";"IMPR (International Middle East Peace Research Centre)";"";"Turkey";"Sanliurfa - 7875";"";"WHH together with its local Implementing Partner IMPR (International Middle East Peace Research Centre) will support Urban refugees in Ceylanpinar and Kiziltepe, as poverty and vulnerability level is high and humanitarian assistance coverage is low. Proposed intervention on urban programming consists of Cash transfer system, supporting  1.700 households over a period of 6 months. In line with the Regional Response Plan Strategy 6 (RRP 6), WHH aims at preventing deterioration of vulnerabilities of Syrian refugees most in need in Turkey.";"Other, Food security and livelihood, Emergency operations";"7875";"European Commission Humanitarian Office (ECHO) - 3000000";"3000000";"661500";"";"7/2014";"6/2015";"1/";"";"";"Unconditional grant, Prepaid card, 7875, 14, 6#";"";"Romy Lehns";"Desk Officer Syria";"Romy.Lehns@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1178";"Welthungerhilfe (WHH) Germany";"Hand in Hand";"";"Turkey";"Gaziantep - 16200";"";"The situation of many urban refugees is worse compared to others in official camps. There is no secured supply of basic goods and food. To alliviate the situation of the most affected urban refugees, vouchers were distributed monthly.";"Food security and livelihood";"16200";"German Federal Foreign Office (GFFO) - 5500000";"5500000";"1360800";"";"11/2014";"7/2015";"1/";"";"";"Unconditional grant, Prepaid card, 16200, 14, 6#";"";"Romy Lehns";"";"Romy.Lehns@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1179";"Welthungerhilfe (WHH) Germany";"";"";"Turkey";"Mardin - 9502";"";"War affected individuals in Mardin and Kiziltepe have improved food security via cash card assistance distributed in cooperation with a local CSO.";"Food security and livelihood";"9502";"Welthungerhilfe (WHH) Germany - 20000, European Commission Humanitarian Office (ECHO) - 1500000";"1520000";"760160";"";"7/2015";"4/2016";"1/";"";"";"Unconditional grant, Prepaid card, 9502, 8, 10#";"";"Julia Perner";"Programme Development Director";"julia.perner@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1180";"Welthungerhilfe (WHH) Germany";"";"";"Sierra Leone";"Western - 2597";"";"Upon discharge, WFP will provide survivors and their households will receive two 30-day
household cash ration with value equivalent value to a full food basket for two subsequent
months (Agreed with National Ebola Response Center).";"Food security and livelihood";"2597";"World Food Programme (WFP) - 386065";"386065";"290864";"";"5/2015";"10/2015";"1/";"";"";"Unconditional grant, Mobile phone, SPLASH Money, 2597, 56, 2#";"";"Jochen Moninger";"Country Director";"Jochen.Moninger@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"The project is a live saving project to facilitate “Access to Food“ by providing two monthly
cash transfers (60 USD [55,5 EUR] each) to survivors of the Ebola Disease. The action is part of a WFP
program to mitigate Iocalized food insecurity of severely hit target groups. Weithungerhilfe
will be responsible for implementation in the districts Moyamba, Bo, Kenema, Kono,
Kailahun, Bo, Pujehun and Western Area.";"yes";"";""
"1181";"CRS";"";"";"Chad";"Kanem - 175000";"";"renforcer la résilience des ménages vulnérables";"Market based intervention";"175000";"USAID/OFDA";"";"2800000";"";"9/2015";"6/2016";"1/";"Other";"National coordination";"Vouchers, Paper- Commodity voucher, 175000, 8, 2#";"";"Poirier, Nicole [Nicole.Poirier@crs.org]";"";"";"";"English";"";"yes";"";""
"1185";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Mali";"Bamako - 19956";"";"Support food security of IDP households and host communities in Bamako";"Food security and livelihood";"19956";"World Food Programme (WFP) - 191073";"191073";"638592";"";"2/2014";"8/2014";"1/";"";"";"Unconditional grant, Bank transfer, Bank, 19956, 8, 4#";"";"";"";"";"";"English";"";"yes";"";""
"1187";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Mali";"Gao - 3790";"";"Reduction of food insecurity and support to vulnerable households in the Menaka circle";"Food security and livelihood";"3790";"USAID";"";"168000";"";"8/2014";"5/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 2000, 46, 1#Vouchers, Paper- Cash voucher, 2000, 38, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1197";"Tearfund";"";"RADO";"Nepal";"Narayani - 6500";"";"Winterization assistance";"Shelter, settlement";"6500";"Disaster Emergency Committee (DEC) - 56250";"56250";"58500";"";"13/2015";"2/2016";"1/";"";"";"Unconditional grant, Bank transfer, 6500, 9, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1198";"Tearfund";"";"Faros";"Greece";"Attiki - 1800";"";"Address emergency needs of transit refugees/migrants";"Other, Multipurpose";"1800";"Tearfund - 13500";"13500";"14400";"";"10/2015";"13/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 1800, 8, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1199";"Tearfund";"";"";"Iraq";"Dihok - 2411";"";"To ensure basic winterized shelter for IDPs displaced by conflict";"Shelter, settlement";"2411";"USAID/OFDA - 100000";"100000";"99815";"";"2/2015";"7/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 2411, 41, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1201";"Tearfund";"";"";"Iraq";"Dihok - 2934";"";"To ensure winterization NFIs are able to be purchased.";"NFI";"2934";"USAID/OFDA - 240000";"240000";"240588";"";"2/2015";"7/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 2934, 82, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1202";"Tearfund";"";"";"Iraq";"Dihok - 3364";"";"Urgent WASH and shelter support for conflict-affected households in Northern Iraq. Ensure (Summerization) NFIs are able to be purchased.";"NFI";"3364";"USAID/OFDA - 119250";"119250";"117740";"";"2/2015";"7/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 3364, 35, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1203";"Tearfund";"";"";"Iraq";"Dihok - 927";"";"MPCA - for Winterization";"Other, Multipurpose";"927";"Buitenlandse Zaken (Buza) - 76000";"76000";"76014";"";"2/2015";"10/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 927, 82, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1204";"Tearfund";"";"";"Iraq";"Dihok - 1786";"";"Cash for summerization";"Other, Summerization";"1786";"Buitenlandse Zaken (Buza) - 70650";"70650";"71440";"";"2/2015";"10/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 1786, 40, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1205";"Tearfund";"";"";"Iraq";"Dihok - 262";"";"Cash for summerization";"Other, Summerization";"262";"PMU - 15075";"15075";"15196";"";"8/2015";"11/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 262, 58, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1208";"Tearfund";"";"";"Philippines";"Capiz - 6000, Negros Occidental - 6000";"";"Prove Livelihood support to 2000 households  for individual livelihood options chosen by the beneficiaries";"Food security and livelihood";"12000";"Disaster Emergency Committee (DEC) - 576000";"576000";"576000";"";"8/2015";"9/2015";"1/";"";"";"Conditional grant, Direct cash, Remittance company, 12000, 48, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1211";"World Food Programme (WFP)";"";"";"Egypt";"Al Buhayrah - 9000, Suhaj - 14000, Bani Suwayf - 17000, Al Minya - 19000, Matruh - 21000, Al Fayyum - 26000";"";"The overall objective of the project is to enhance access of children to education and fight child labour.
The specific objective of the cash transfer is to provide incentives (in lieu of Take Home Rations) for the poorest families to keep sending their children to school, targeting girls in particular.";"Education";"106000";"European Union - 5496000";"5496000";"1060000";"";"7/2015";"1/";"7/2015";"";"";"Vouchers, 80% attendance in school, Digital- Cash voucher, 106000, 10, 1#";"Cash transfer only (cash or voucher)";"Lobna Fatani";"Programme Policy Officer";"lobna.fatani@wfp.org";"";"English";"Using electronic vouchers, conditional cash transfers are made to families of children achieving 80% or better attendance in the previous month to act as an incentive to enrollment and attendance and support food security of vulnerable families.";"yes";"";""
"1213";"ACF";"";"";"Chad";"Batha - 29386";"";"Renforcement des capacités de résilience en luttant contre l'insécurité alimentaire et la malnutrition infantile";"Food security and livelihood";"29386";"ECHO";"";"2415529";"";"7/2015";"13/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 29386, 27, 3#";"";"";"";"Alice GENTILE [alice.gentile@acted.org]";"";"French";"";"yes";"";""
"1214";"ACF";"";"";"Chad";"Lac - 38346";"";"Renforcement des capacités de résilience en luttant contre l'insécurité alimentaire et la malnutrition infantile";"Food security and livelihood, Nutrition";"38346";"ECHO";"";"3589186";"";"7/2015";"13/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 38346, 31, 3#";"";"Alice GENTILE [alice.gentile@acted.org]";"";"";"";"French";"";"yes";"";""
"1215";"ACF";"";"";"Chad";"Lac - 12780";"";"Couverture des besoins alimentaires et diminution de la prévalence de la malnutrition";"Food security and livelihood, Nutrition";"12780";"ECHO";"";"1341900";"";"12/2015";"6/2016";"1/";"";"";"Vouchers, Paper- Cash voucher, 12780, 35, 3#";"";"Alice GENTILE [alice.gentile@acted.org]";"";"";"";"French";"";"yes";"";""
"1220";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Central African Rep.";"Bangui - 8388";"";"Provision of emergency relief and assistance to vulnerable conflict-affected populations in Bangui and in the North-West of Central African Republic (CAR)";"Other, economic recovery";"8388";"USAID/OFDA";"";"343908";"";"5/2014";"2/2015";"1/";"";"";"Cash for work, Direct cash, 8388, 41, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1232";"Agency for Technical Cooperation and Development (ACTED)";"";"";"S. Sudan";"Jungoli - 3927";"";"Grinding mill operation through voucher system in Bor PoC site, Jonglei State";"Other, Food security and livelihood, Agriculture";"3927";"World Food Programme (WFP)";"";"3769920";"";"2/2014";"1/";"6/2014";"";"";"Vouchers, Paper- Cash voucher, 3927, 60, 16#";"";"";"";"";"";"English";"";"yes";"";""
"1268";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Pakistan";"F.A.T.A. - 10030";"";"Humanitarian assistance for populations in KP/FATA";"Other, Water supply, sanitation and hygiene promotion, Emergency response";"10030";"Department for International Development (DFID) - 2720566";"2720566";"1835490";"";"3/2015";"8/2015";"1/";"";"";"Conditional grant, Awareness raising training sessions, Mobile phone, 10030, 61, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1269";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Senegal";"Matam et Saint Louis - 15878";"";"Amélioration de la situation alimentaire et nutritionnelle des ménages très pauvres pendant la période de soudure dans le département de Ranerou-Ferlo, région de Matam, Sénégal.";"Food security and livelihood";"15878";"European Commission Humanitarian Office (ECHO) - 660000";"660000";"381072";"";"4/2015";"13/2015";"1/";"";"";"Unconditional grant, Direct cash, 15878, 8, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1270";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Pakistan";"F.C.T. - 8960";"";"Cash for training in Tharparkar (implementation phase)";"Food security and livelihood, Nutrition, Water supply, sanitation and hygiene promotion";"8960";"World Food Programme (WFP)";"";"1618200";"";"11/2015";"2/2016";"1/";"";"";"Cash for training, Direct cash, 8990, 45, 4#";"";"";"";"";"";"English";"";"yes";"";""
"1271";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Myanmar";"Kachin - 365";"";"Cash Assistance in Puta-O Township, Kachin State";"Food security and livelihood";"365";"World Food Programme (WFP) - 2067";"2067";"3650";"";"13/2015";"13/2015";"1/";"";"";"Unconditional grant, Direct cash, 365, 10, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1289";"World Food Programme (WFP)";"";"";"S. Sudan";"Warap - 10027, North Bahr-al-Ghazal - 63000";"";"Building Resilience through Asset Creation and Enhancement II";"Food security and livelihood";"73027";"Department for International Development (DFID)";"";"19717290";"";"5/2016";"11/2018";"1/";"";"";"Conditional grant, Direct cash, 73027, 45, 6#";"";"";"";"";"";"English";"";"yes";"";""
"1313";"Welthungerhilfe (WHH) Germany";"";"self";"S. Sudan";"North Bahr-al-Ghazal - 8200";"";"Improving livelihoods to strengthen the resilience of the population affected by the conflict in Northern Bahr el Ghazal , South Sudan";"Other";"8200";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 2075000";"2075000";"106600";"";"9/2014";"11/2017";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Conditional grant, Cash for assets, Direct cash, Aid agency directly, 8200, 13, 1#";"Cash transfer + in-kind (or other)";"Lena Voigt";"Program Coordinator";"lena.voigt@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1315";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"Central Equatoria - 2070";"";"Strengthening food security and capacity building for vulnerable IDPs, refugees and host communities in the Equatorias through increased agricultural production, diversified food supply and environmental conservation";"Food security and livelihood";"2070";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 1368359";"1368359";"393300";"";"9/2015";"9/2016";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Vouchers for work, Paper- Cash voucher, Aid agency directly, 2070, 190, 1#";"";"Lena Voigt";"Program Coordinator";"lena.voigt@welthungerhilfe.de";"";"English";"Objective 1. Increased resilience of 7875 vulnerable residents, returnees and IDPs and women headed households against recurrent shocks.  
o Objective 2.The trained FFSs members do increase their income through producing and marketing of vegetables and fruits.  
o Objective 3. 350 Women and 45 Youths (18 to 30 years) are socially and economically empowered and capacitated.  
Impact:  Improving food security and strengthening resilience to shocks through increased and diversified agricultural production for IDPs, returnees and host communities and a particular focus on capacity building and empowerment for women and youth in Central and Eastern Equatoria.  
Output 1.1   1125 persons in 45 FFSs are trained in techniques to grow vegetables and to plant fruit trees and continue producing Output 1.2   550 persons do grow vegetable during the critical (lean) or dry season in May and June 
Output 2.1   2-3 groups or local organizations buy the vegetables and fruits from the FFS members and do the marketing 
Output 2.2   Women and men are trained and have achieved business skills  
Output 3.1   350 women are trained in adult literacy/numeracy and business development skills training 
Output 3.2   45 Youths are trained and able to act as extension workers (for nutrition and gardening)";"yes";"";""
"1316";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"Unity - 84000";"";"Restore and re-build lives and livelihoods in post-conflict situations through quick creation of productive assets to enhance resilience of the community to future shocks";"Nutrition";"84000";"Welthungerhilfe (WHH) Germany - 52291, World Food Programme (WFP) - 402624";"454915";"420000";"";"11/2015";"10/2016";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Vouchers, Paper - Service voucher, 84000, 5, 1#";"";"Lena Voigt";"Program Coordinator";"lena.voigt@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"Output 1.1:
130,000 IDPs receive food rations through GFD
Output 1.2:
16,380 tons of Sorghum grains grinded";"yes";"";""
"1317";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"North Bahr-al-Ghazal - 1200";"";"To contribute to poverty alleviation and improved food security of vulnerable rural households in Northern Bahr el Ghazal through the creation of community assets.";"Food security and livelihood";"1200";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 375000";"375000";"122400";"";"13/2015";"8/2016";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Cash for work, Direct cash, Aid agency directly, 1200, 17, 6#";"";"Lena Voigt";"Program Coordinator";"lena.voigt@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"The project’s overall objective is to contribute to poverty alleviation and improved food security of vulnerable rural households in Northern Bahr el Ghazal through the creation of community assets. The following activities are foreseen:

1. Vegetable gardens for women groups with voucher programme:
1.1 Establishment of 6 women groups with 50 members each (one per payam)
1.2 Establishment of 6 vegetable gardens of 2 feddan each through vouchers for seeds for the women groups and provision of seed through a voucher programme
1.3 Training for women groups on nutrition and hygiene

2. Construction of flood protection dykes through CFA:
2.1 Set up of community groups for dyke construction through CFA
2.2 Construction of 9km of dykes (ca. 1.5km per payam)
2.3 Training for community groups on Natural Resource Management";"yes";"";""
"1318";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"Unity - 4500";"";"Strengthening resilience of food and nutrition insecure IDPs, returnees and vulnerable households in Panijiar County";"Food security and livelihood";"4500";"Welthungerhilfe (WHH) Germany - 343250, German Federal Foreign Office (GFFO) - 2094750";"2438000";"157500";"";"4/2016";"3/2018";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Cash for work, Direct cash, Aid agency directly, 4500, 35, 1#";"Cash transfer + in-kind (or other)";"Lena Voigt";"Program Coordinator";"lena.voigt@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"The overall objective of the project is to contribute to improved food security of the target households in conflict affected areas in Unity State. To reach this objective, three expected results have been defined:  
1. Improved and diversified their agricultural production among the target households 
2. Improved knowledge on nutrition and food and nutrition security 
3. Strengthened resilience of the target group against negative environmental impacts and climate change";"yes";"";""
"1324";"Welthungerhilfe (WHH) Germany";"";"";"Turkey";"Hatay - 8500";"";"""Contribution to the improvement of living conditions for Syrian civil war victims in Turkey""";"Food security and livelihood";"8500";"Welthungerhilfe (WHH) Germany - 325000, German Federal Foreign Office (GFFO) - 6500000";"6825000";"4845000";"";"8/2016";"13/2018";"1/";"";"";"Vouchers, Digital- Cash voucher, e-card service providor, 8500, 95, 6#";"Cash transfer only (cash or voucher)";"Jesco Weickert";"HoP";"jesco.weickert@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
"1329";"Food and Agriculture Organisation (FAO)";"";"";"S. Sudan";"Jungoli - 500, North Bahr-al-Ghazal - 2500, Central Equatoria - 3000";"";"Aim of the project was to improve food security, nutrition status, income levels and of households affected by the current crisis, targeting IDPs, returnees and their vulnerable host communities in Jonglei State, Northern-Bahr-el-Ghazal and Greater Equatoria State";"Food security and livelihood, Nutrition";"6000";"GIZ - 5936170";"5936170";"50000";"";"12/2014";"11/2015";"1/";"";"";"Vouchers, Input trade Fairs - Seed Fairs, Paper- Cash voucher, 1000, 50, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1332";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Iraq";"As-Sulaymaniyah - 45126";"";"The objective of this action is three-fold:
1.	Implementation of camp management activities in Harshm, Ainkawa I and Ainkawa II camps.
2.	Supporting ability of most-vulnerable IDPs to meet their basic needs in non-camp settings
3.	Identifying displacement trends and needs of IDPs to inform humanitarian planning and response, and mapping of IDP camps sites";"NFI";"45126";"International Organization for Migration (IOM)";"";"2750000";"";"2/2015";"1/";"13/2015";"";"";"Cash for work, Direct cash, 11000, 250, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1335";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Pakistan";"Sind - 8149";"";"Protracted Relief & Recovery Operation (2013-15): Cash for training";"Nutrition, Water supply, sanitation and hygiene promotion, Education";"8149";"World Food Programme (WFP)";"";"1124562";"";"5/2015";"8/2015";"1/";"";"";"Cash for training, Direct cash, 8149, 46, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1343";"CARE International";"";"";"Chad";"Wadi Fira - 5700";"";"Assistance alimentaire saisonnière";"Food security and livelihood";"5700";"European Union - 1713727";"1713727";"171000000";"";"4/2015";"13/2017";"1/";"";"";"Unconditional grant, Direct cash, 5700, 30000, 1#";"";"Mass Bwikanye";"Coordinateur Pilier Résilience, Sécurité Alimentaire et Nutrition. CARE International au Tchad";"Mass BWIKANYE [mass.bwikanye@gmail.com]";"";"French";"";"yes";"";""
"1344";"CARE International";"";"";"Chad";"Lac - 9150";"";"Assistance alimentaire période soudure";"Food security and livelihood";"18300";"European Commission Humanitarian Office (ECHO) - 500000";"500000";"1098000000";"";"4/2016";"3/2017";"1/";"";"";"Unconditional grant, Direct cash, 18300, 20000, 3#";"";"Mass Bwikanye Cihyoka";"Coordinateur Pilier Résilience, Sécurité Alimentaire et Nutrition. CARE International au Tchad";"Mass BWIKANYE [mass.bwikanye@gmail.com]";"";"French";"";"yes";"";""
"1345";"CARE International";"";"";"Chad";"Lac - 2250";"";"Assistance alimantaire soudure";"Food security and livelihood";"4500";"European Commission Humanitarian Office (ECHO) - 500000";"500000";"135000000";"";"4/2016";"3/2017";"1/";"";"";"Conditional grant, Direct cash, 4500, 30000, 1#";"";"Mass Bwikanye Cihyoka";"Coordinateur Pilier Résilience, Sécurité Alimentaire et Nutrition. CARE International au Tchad";"Mass BWIKANYE [mass.bwikanye@gmail.com]";"";"French";"";"yes";"";""
"1348";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Philippines";"Eastern Samar - 80000";"";"APPORTER UNE ASSISTANCE MULTISECTORIELLE AUX POPULATIONS AFFECTEES PAR LE TYPHON HAIYAN DANS LA REGION DU SUD-EST SAMAR AFIN DE RENFORCER LEUR PREPARATION AUX TYPHONS ET LEURS CAPACITES DE RESILIENCE";"Other, résilience, urgence, assistance multisectorielle";"80000";"Agence Française de Développement";"";"30000";"";"5/2015";"5/2017";"1/";"";"";"Conditional grant, Direct cash, 30, 500, 2#";"";"";"";"";"";"French";"";"yes";"";""
